doi,exemplar,text,alpha,total_length_of_article
10.1037_a0038242,3,α = .73; with αs ranging from .68 (AfAm) to .76(Eur,0.73,64638
10.1037_a0038242,4,"α = .70). See Sampson &amp; Raudenbush (2004, p. 32",0.7,64638
10.1037_a0038245,1,NA,NA,41882
10.1037_a0038247,1,NA,NA,13868
10.1037_a0038250,1,NA,NA,53019
10.1037_a0038252,1,NA,NA,57875
10.1037_a0038253,1,NA,NA,11839
10.1037_a0038255,1,NA,NA,32595
10.1037_a0038257,1,NA,NA,58953
10.1037_a0038258,1,NA,NA,151332
10.1037_a0038259,1,NA,NA,83170
10.1037_a0038260,1,NA,NA,7278
10.1037_a0038261,1,NA,NA,37433
10.1037_a0038263,1,NA,NA,62283
10.1037_a0038265,1,NA,NA,110275
10.1037_a0038267,1,NA,NA,33112
10.1037_a0038268,1,NA,NA,88785
10.1037_a0038269,1,NA,NA,54596
10.1037_a0038270,1,NA,NA,83858
10.1037_a0038272,1,NA,NA,74520
10.1037_a0038273,1,NA,NA,90469
10.1037_a0038276,1,NA,NA,3947
10.1037_a0038277,1,NA,NA,81183
10.1037_a0038277,2,a for the sample was 0.90. Sample items include I f,0.9,81183
10.1037_a0038277,3,a for burnout was 0.97. Participants indicated the,0.97,81183
10.1037_a0038277,4,a for the VI scale (α = .67) was slightly lower tha,0.67,81183
10.1037_a0038278,1,NA,NA,103196
10.1037_a0038279,1,NA,NA,67728
10.1037_a0038279,2,"a for this scale was .95.

**Work-to-family conflic",0.95,67728
10.1037_a0038279,3,"a for this scale was .91.

**Job embeddedness**

Th",0.91,67728
10.1037_a0038279,4,"a for this scale was .93.

**Relationship tension**",0.93,67728
10.1037_a0038279,5,"a for this scale was .91.

**Boundary management st",0.91,67728
10.1037_a0038279,6,a for these items was .89. To ensure the current re,0.89,67728
10.1037_a0038279,7,a for this scale was .93. The items include “It ann,0.93,67728
10.1037_a0038280,1,NA,NA,95910
10.1037_a0038280,2,α) were calculated separately for within- (αw) and,NA,95910
10.1037_a0038281,1,NA,NA,23561
10.1037_a0038284,1,NA,NA,90118
10.1037_a0038285,1,NA,NA,90524
10.1037_a0038286,1,NA,NA,77434
10.1037_a0038287,1,NA,NA,90949
10.1037_a0038288,1,NA,NA,61820
10.1037_a0038291,1,NA,NA,53545
10.1037_a0038294,1,NA,NA,66199
10.1037_a0038296,1,NA,NA,45977
10.1037_a0038299,1,NA,NA,97072
10.1037_a0038304,1,NA,NA,4933
10.1037_a0038305,1,NA,NA,60282
10.1037_a0038306,1,NA,NA,104267
10.1037_a0038307,1,NA,NA,29370
10.1037_a0038312,1,NA,NA,16225
10.1037_a0038313,1,NA,NA,7289
10.1037_a0038314,1,NA,NA,61436
10.1037_a0038315,1,NA,NA,90520
10.1037_a0038316,1,NA,NA,54946
10.1037_a0038318,1,NA,NA,66282
10.1037_a0038318,2,"a was .91.

**Social support**

The12-item Social S",0.91,66282
10.1037_a0038318,3,"a for the first two subscales combined was .84.

**",0.84,66282
10.1037_a0038318,4,"a was .95.

**Spanish translation**

A bilingual tr",0.95,66282
10.1037_a0038318,5,a estimates. The correlations among subscales were,NA,66282
10.1037_a0038318,6,"as above .70). Finally, the construct validity of t",NA,66282
10.1037_a0038319,1,NA,NA,25740
10.1037_a0038320,1,NA,NA,32652
10.1037_a0038321,1,NA,NA,3314
10.1037_a0038322,1,NA,NA,137927
10.1037_a0038323,1,NA,NA,49885
10.1037_a0038324,1,NA,NA,132036
10.1037_a0038326,1,NA,NA,4100
10.1037_a0038328,1,NA,NA,116050
10.1037_a0038330,1,NA,NA,61107
10.1037_a0038331,1,NA,NA,3207
10.1037_a0038332,1,NA,NA,55809
10.1037_a0038334,1,NA,NA,63441
10.1037_a0038334,2,a = .87). Feedback delivery was measured with the f,0.87,63441
10.1037_a0038334,3,a = .83). Feedback quality was measured with the fi,0.83,63441
10.1037_a0038334,4,a = .89). It is important to note that our way of m,0.89,63441
10.1037_a0038334,5,a = .93). The perceived utility of the performance,0.93,63441
10.1037_a0038334,6,"a = .90). Finally, an eight-item scale (Keeping &am",0.9,63441
10.1037_a0038334,7,"a = .95).

**Control variables**

Previous research",0.95,63441
10.1037_a0038334,8,"a = .87). Furthermore, we obtained the HR records f",0.87,63441
10.1037_a0038336,1,NA,NA,55336
10.1037_a0038338,1,NA,NA,84632
10.1037_a0038338,2,a = .70). The Appendix provides descriptive statist,0.7,84632
10.1037_a0038340,1,NA,NA,78100
10.1037_a0038341,1,NA,NA,61981
10.1037_a0038341,2,"a = .97.

**Life Satisfaction Questionnaire (Frageb",0.97,61981
10.1037_a0038341,3,"a = .95.

#### Statistical Analyses

**Missing data",0.95,61981
10.1037_a0038342,1,NA,NA,92273
10.1037_a0038342,2,"a2012 = .99). Third, self-reported depressive sympt",0.99,92273
10.1037_a0038342,3,"a2010 = .98; Cronbach’s alpha2012 = .99). Fourth, c",0.98,92273
10.1037_a0038342,4,"a2012 = .99). Fourth, cognitive complaints were mea",0.99,92273
10.1037_a0038342,5,"a2010 = .98; Cronbach’s alpha2012 = .99).

**Contro",0.98,92273
10.1037_a0038342,6,"a2012 = .99).

**Control variables (2010 SLOSH wave",0.99,92273
10.1037_a0038343,1,NA,NA,103672
10.1037_a0038344,1,NA,NA,82997
10.1037_a0038346,1,NA,NA,55215
10.1037_a0038346,2,a from this administration was .67. The construct w,NA,55215
10.1037_a0038347,1,NA,NA,90231
10.1037_a0038348,1,NA,NA,80670
10.1037_a0038348,2,a for the YAACQ ranged from .93 to .95 across the t,NA,80670
10.1037_a0038349,1,NA,NA,7867
10.1037_a0038350,1,NA,NA,43414
10.1037_a0038351,1,NA,NA,69799
10.1037_a0038352,1,NA,NA,37921
10.1037_a0038353,1,NA,NA,39812
10.1037_a0038355,1,NA,NA,39147
10.1037_a0038356,1,NA,NA,85800
10.1037_a0038357,1,NA,NA,90330
10.1037_a0038359,1,NA,NA,88183
10.1037_a0038361,1,NA,NA,12919
10.1037_a0038362,1,NA,NA,30218
10.1037_a0038363,1,NA,NA,88451
10.1037_a0038364,1,NA,NA,23362
10.1037_a0038368,1,NA,NA,45419
10.1037_a0038369,1,NA,NA,32734
10.1037_a0038370,1,NA,NA,83197
10.1037_a0038372,1,NA,NA,38577
10.1037_a0038372,2,"a was .67, .70, and .76 at Waves 1–3, respectively.",0.67,38577
10.1037_a0038373,1,NA,NA,92654
10.1037_a0038374,1,NA,NA,50391
10.1037_a0038375,1,NA,NA,75174
10.1037_a0038376,1,NA,NA,50996
10.1037_a0038376,2,a of .85. I kicked back and relaxed was excluded fr,0.85,50996
10.1037_a0038376,3,"a was .92.

**Day-level situational wellbeing**

Si",0.92,50996
10.1037_a0038376,4,"a was .77.

**Morning recovery level**

Sonnentag a",0.77,50996
10.1037_a0038376,5,"a of .92.

**Control variables**

Job demands signi",0.92,50996
10.1037_a0038377,1,NA,NA,81623
10.1037_a0038378,1,NA,NA,14982
10.1037_a0038379,1,NA,NA,76716
10.1037_a0038380,1,NA,NA,109043
10.1037_a0038381,1,NA,NA,71523
10.1037_a0038382,1,NA,NA,39623
10.1037_a0038384,1,NA,NA,3225
10.1037_a0038385,1,NA,NA,135009
10.1037_a0038386,1,NA,NA,85765
10.1037_a0038387,1,NA,NA,94212
10.1037_a0038387,2,"a was .93 (range = .91–.95, SD = .02).

**Work–fami",0.93,94212
10.1037_a0038387,3,as for work-to-family conflict and family-to-work c,NA,94212
10.1037_a0038387,4,"a for this scale was .91 (range = .88–.93, SD = .01",0.91,94212
10.1037_a0038387,5,"as were .95 (range = .94–.96, SD = .01), .92 (range",0.95,94212
10.1037_a0038387,6,"a = .85, range = .78–.88, SD = .03) and “nervous” a",0.85,94212
10.1037_a0038387,7,"a = .89, range = .77–.93, SD = .05).

#### Analytic",0.89,94212
10.1037_a0038388,1,NA,NA,38746
10.1037_a0038389,1,NA,NA,99974
10.1037_a0038392,1,NA,NA,89576
10.1037_a0038394,1,NA,NA,27533
10.1037_a0038398,1,NA,NA,64756
10.1037_a0038399,1,NA,NA,59331
10.1037_a0038399,2,"α = .93).

#### Analytic Strategy

**Data orderline",0.93,59331
10.1037_a0038401,1,NA,NA,76997
10.1037_a0038402,1,NA,NA,80163
10.1037_a0038404,1,NA,NA,52427
10.1037_a0038405,1,NA,NA,65818
10.1037_a0038406,1,NA,NA,73621
10.1037_a0038407,1,NA,NA,58151
10.1037_a0038428,1,NA,NA,34904
10.1037_a0038429,1,NA,NA,62421
10.1037_a0038430,1,NA,NA,60655
10.1037_a0038430,2,"a, .82). All descriptive statistics are in Table 1.",0.82,60655
10.1037_a0038431,1,NA,NA,3137
10.1037_a0038432,1,NA,NA,80417
10.1037_a0038432,2,as for the subscales were .64 (Individual ORD) and,0.64,80417
10.1037_a0038432,3,"as were .79 (exploration), .85 (resolution), and .7",0.79,80417
10.1037_a0038432,4,"a of .68 (Roberts &amp; Sobhan, 1992). Alpha with t",0.68,80417
10.1037_a0038432,5,"a was .83 in the current study.

**Externalizing be",0.83,80417
10.1037_a0038432,6,a for the composite scale was .90 in the current st,0.9,80417
10.1037_a0038432,7,as in the current study were .89 (academic values),0.89,80417
10.1037_a0038432,8,"a was .77. In addition, analyses controlled for gen",0.77,80417
10.1037_a0038433,1,NA,NA,65218
10.1037_a0038434,1,NA,NA,67120
10.1037_a0038435,1,NA,NA,68818
10.1037_a0038436,1,NA,NA,103058
10.1037_a0038440,1,NA,NA,54350
10.1037_a0038440,2,"a = .78; M = 3.51, SD = .92). Supervisors’ social s",0.78,54350
10.1037_a0038440,3,"a = .92; M = 3.55, SD = 1.07). The response options",0.92,54350
10.1037_a0038440,4,"a = .83; M = 2.83, SD = .79), and work–family barri",0.83,54350
10.1037_a0038440,5,"a = .72; M = 3.04, SD = .75). The former subscale d",0.72,54350
10.1037_a0038440,6,"a = .93; M = 2.91, SD = 1.13). We used a shortened",0.93,54350
10.1037_a0038442,1,NA,NA,57946
10.1037_a0038443,1,NA,NA,71320
10.1037_a0038444,1,NA,NA,56395
10.1037_a0038446,1,NA,NA,39024
10.1037_a0038448,1,NA,NA,105908
10.1037_a0038451,1,NA,NA,60523
10.1037_a0038451,2,"αs > .86).

**Academic engagement**

Participating",NA,60523
10.1037_a0038451,3,αs > .96). The validity and reliability of the simi,NA,60523
10.1037_a0038457,1,NA,NA,55023
10.1037_a0038461,1,NA,NA,34340
10.1037_a0038462,1,NA,NA,103422
10.1037_a0038463,1,NA,NA,78237
10.1037_a0038466,1,NA,NA,40249
10.1037_a0038467,1,NA,NA,70949
10.1037_a0038470,1,NA,NA,44462
10.1037_a0038474,1,NA,NA,55838
10.1037_a0038479,1,NA,NA,73319
10.1037_a0038485,1,NA,NA,63741
10.1037_a0038485,2,a reliability coefficients were calculated for cros,NA,63741
10.1037_a0038485,3,a reliability coefficients were .65 for the PRM num,0.65,63741
10.1037_a0038485,4,"a could not be determined.

#### Stability

**Visua",NA,63741
10.1037_a0038485,5,"a reliability coefficients, only the RTI five-choic",NA,63741
10.1037_a0038485,6,a reliability coefficients for the PRM and the SRM,NA,63741
10.1037_a0038485,7,"a of .25). In addition, according to Ahonniska et a",0.25,63741
10.1037_a0038487,1,NA,NA,67752
10.1037_a0038488,1,NA,NA,52824
10.1037_a0038494,1,NA,NA,68215
10.1037_a0038494,2,a ranged from .82 (United States) to .88 (United Ki,NA,68215
10.1037_a0038494,3,"a ranged from .87 (United States) to .92 (Sweden).
",NA,68215
10.1037_a0038495,1,NA,NA,65147
10.1037_a0038497,1,NA,NA,80727
10.1037_a0038498,1,NA,NA,287772
10.1037_a0038499,1,NA,NA,67174
10.1037_a0038501,1,NA,NA,74382
10.1037_a0038503,1,NA,NA,75503
10.1037_a0038504,1,NA,NA,24340
10.1037_a0038505,1,NA,NA,65780
10.1037_a0038506,1,NA,NA,56614
10.1037_a0038507,1,NA,NA,43143
10.1037_a0038509,1,NA,NA,107871
10.1037_a0038510,1,NA,NA,78043
10.1037_a0038513,1,NA,NA,103342
10.1037_a0038513,2,"a was .81.

**Objective subordinate performance**

",0.81,103342
10.1037_a0038513,3,a = .93]). The correlation between our single-item,0.93,103342
10.1037_a0038513,4,"a for this overall measure was .92. Furthermore, th",NA,103342
10.1037_a0038513,5,a was .95 both for the full measure and for a three,0.95,103342
10.1037_a0038514,1,NA,NA,43764
10.1037_a0038515,1,NA,NA,91523
10.1037_a0038519,1,NA,NA,77446
10.1037_a0038520,1,NA,NA,49400
10.1037_a0038523,1,NA,NA,22155
10.1037_a0038524,1,NA,NA,66659
10.1037_a0038530,1,NA,NA,9134
10.1037_a0038532,1,NA,NA,4303
10.1037_a0038534,1,NA,NA,35336
10.1037_a0038538,1,NA,NA,43234
10.1037_a0038541,1,NA,NA,66265
10.1037_a0038541,2,a for the three-item scale was .81. There were no s,0.81,66265
10.1037_a0038541,3,a for the three-item scale was .82. At pretreatment,0.82,66265
10.1037_a0038541,4,a for this three-item scale was .77. At pretreatmen,0.77,66265
10.1037_a0038541,5,a of 0.72; addition of the third- or fourth-highest,0.72,66265
10.1037_a0038542,1,NA,NA,133373
10.1037_a0038543,1,NA,NA,55981
10.1037_a0038547,1,NA,NA,54333
10.1037_a0038548,1,NA,NA,64530
10.1037_a0038549,1,NA,NA,52403
10.1037_a0038550,1,NA,NA,120808
10.1037_a0038551,1,NA,NA,34503
10.1037_a0038552,1,NA,NA,60135
10.1037_a0038553,1,NA,NA,5660
10.1037_a0038554,1,NA,NA,8292
10.1037_a0038555,1,NA,NA,87398
10.1037_a0038556,1,NA,NA,69012
10.1037_a0038557,1,NA,NA,174452
10.1037_a0038558,1,NA,NA,73391
10.1037_a0038559,1,NA,NA,54034
10.1037_a0038559,2,"a coefficient for this scale was .88, which is with",0.88,54034
10.1037_a0038559,3,"a coefficient for this scale was .90.

**Trust in t",0.9,54034
10.1037_a0038559,4,"a coefficient for this scale was .93.

**Job signif",0.93,54034
10.1037_a0038559,5,"a coefficient for this scale was .93.

**Psychologi",0.93,54034
10.1037_a0038559,6,"a coefficient for this scale was .86.

**Turnover i",0.86,54034
10.1037_a0038559,7,"a coefficient for this scale was .84.

**Willingnes",0.84,54034
10.1037_a0038559,8,"a coefficient for this scale was .91.

Results  


",0.91,54034
10.1037_a0038559,9,a coefficients for the parcels representing trust i,NA,54034
10.1037_a0038560,1,NA,NA,63922
10.1037_a0038561,1,NA,NA,96152
10.1037_a0038563,1,NA,NA,71531
10.1037_a0038569,1,NA,NA,68770
10.1037_a0038572,1,NA,NA,100992
10.1037_a0038572,2,as ranged from .87 to .96 for women and .84 to .94,NA,100992
10.1037_a0038572,3,as ranged from .89 to .94 for women and .91 to .94,NA,100992
10.1037_a0038572,4,as ranged from .81 to .91 for women and from .77 to,NA,100992
10.1037_a0038572,5,as ranged from .81 to .89 for women and .83 to .89,NA,100992
10.1037_a0038574,1,NA,NA,12205
10.1037_a0038575,1,NA,NA,20814
10.1037_a0038578,1,NA,NA,44770
10.1037_a0038578,2,"α was .72.

**Psychological well-being**

The 18-it",0.72,44770
10.1037_a0038578,3,"α of the scale was .79.

#### Analytic Plan

Descri",0.79,44770
10.1037_a0038579,1,NA,NA,49952
10.1037_a0038580,1,NA,NA,63894
10.1037_a0038580,2,"a was .95 for the LGB-CSI total score.

**Beliefs a",0.95,63894
10.1037_a0038580,3,"a was .92 for the Beliefs scale, and it was .88 for",0.92,63894
10.1037_a0038582,1,NA,NA,7730
10.1037_a0038584,1,NA,NA,61443
10.1037_a0038588,1,NA,NA,89816
10.1037_a0038591,1,NA,NA,61155
10.1037_a0038597,1,NA,NA,54451
10.1037_a0038598,1,NA,NA,7623
10.1037_a0038599,1,NA,NA,67087
10.1037_a0038601,1,NA,NA,116010
10.1037_a0038601,2,"a = .72), the Satisfaction with Life Scale (Diener,",0.72,116010
10.1037_a0038601,3,"a = .83), and the Beck Depression Inventory-II (BDI",0.83,116010
10.1037_a0038601,4,a = .82). These four measures were selected to tap,0.82,116010
10.1037_a0038601,5,"a = .88), one of the most widely used measures of s",0.88,116010
10.1037_a0038601,6,"a = .81), was used, as in Study 1. In addition, par",0.81,116010
10.1037_a0038601,7,"a = .82), a 48-item instrument that has been widely",0.82,116010
10.1037_a0038603,1,NA,NA,6303
10.1037_a0038606,1,NA,NA,47160
10.1037_a0038607,1,NA,NA,37936
10.1037_a0038609,1,NA,NA,112635
10.1037_a0038609,2,α coefficient is based on number of items in a scal,NA,112635
10.1037_a0038610,1,NA,NA,12579
10.1037_a0038614,1,NA,NA,65088
10.1037_a0038618,1,NA,NA,23716
10.1037_a0038620,1,NA,NA,56996
10.1037_a0038621,1,NA,NA,58320
10.1037_a0038622,1,NA,NA,50772
10.1037_a0038625,1,NA,NA,12293
10.1037_a0038626,1,NA,NA,46571
10.1037_a0038627,1,NA,NA,49455
10.1037_a0038628,1,NA,NA,65724
10.1037_a0038633,1,NA,NA,69525
10.1037_a0038634,1,NA,NA,56741
10.1037_a0038635,1,NA,NA,35641
10.1037_a0038636,1,NA,NA,63173
10.1037_a0038638,1,NA,NA,8311
10.1037_a0038639,1,NA,NA,67884
10.1037_a0038640,1,NA,NA,30695
10.1037_a0038646,1,NA,NA,70264
10.1037_a0038647,1,NA,NA,117217
10.1037_a0038648,1,NA,NA,196591
10.1037_a0038651,1,NA,NA,47533
10.1037_a0038652,1,NA,NA,89805
10.1037_a0038652,2,"αs = .91–.93), with higher scores indicating higher",0.91,89805
10.1037_a0038652,3,"a = .85), with higher scores indicating higher depr",0.85,89805
10.1037_a0038652,4,"a = .84), with higher scores indicating greater fri",0.84,89805
10.1037_a0038652,5,"a = .81). Thus, higher scores indicate that adolesc",0.81,89805
10.1037_a0038653,1,NA,NA,37340
10.1037_a0038654,1,NA,NA,92015
10.1037_a0038655,1,NA,NA,69479
10.1037_a0038656,1,NA,NA,62712
10.1037_a0038657,1,NA,NA,76018
10.1037_a0038658,1,NA,NA,71138
10.1037_a0038660,1,NA,NA,54089
10.1037_a0038660,2,a coefficients for the other four prototypes were a,NA,54089
10.1037_a0038661,1,NA,NA,75914
10.1037_a0038661,2,"a for the five consecutive days were .78, .71, .60,",0.78,75914
10.1037_a0038661,3,"a for the five consecutive days were .91, .87, .89,",0.91,75914
10.1037_a0038662,1,NA,NA,380167
10.1037_a0038663,1,NA,NA,43012
10.1037_a0038664,1,NA,NA,65735
10.1037_a0038666,1,NA,NA,97404
10.1037_a0038670,1,NA,NA,51805
10.1037_a0038676,1,NA,NA,79187
10.1037_a0038680,1,NA,NA,65903
10.1037_a0038680,2,"a for this sample was 0.89.

Involvement in LGB act",0.89,65903
10.1037_a0038680,3,"a for this sample was .88.

**Stressors**

Sexual a",0.88,65903
10.1037_a0038680,4,"a for this sample was 0.89.

**Mental health**

Dep",0.89,65903
10.1037_a0038680,5,"a for this sample was 0.80.

Generalized anxiety

T",0.8,65903
10.1037_a0038680,6,"a for this sample was 0.91.

Social anxiety

Social",0.91,65903
10.1037_a0038680,7,"a for this sample was 0.89.

PTSD severity

PTSD sy",0.89,65903
10.1037_a0038680,8,"a for this sample was 0.95.

**Health behaviors: Al",0.95,65903
10.1037_a0038680,9,"a for this sample was 0.95.

**Health behaviors: Su",0.95,65903
10.1037_a0038681,1,NA,NA,80209
10.1037_a0038683,1,NA,NA,58604
10.1037_a0038684,1,NA,NA,60482
10.1037_a0038685,1,NA,NA,42250
10.1037_a0038686,1,NA,NA,100968
10.1037_a0038687,1,NA,NA,35042
10.1037_a0038688,1,NA,NA,32408
10.1037_a0038689,1,NA,NA,101773
10.1037_a0038691,1,NA,NA,58648
10.1037_a0038698,1,NA,NA,63302
10.1037_a0038699,1,NA,NA,39718
10.1037_a0038700,1,NA,NA,88825
10.1037_a0038701,1,NA,NA,41879
10.1037_a0038702,1,NA,NA,51035
10.1037_a0038703,1,NA,NA,188075
10.1037_a0038705,1,NA,NA,11815
10.1037_a0038706,1,NA,NA,51002
10.1037_a0038707,1,NA,NA,125707
10.1037_a0038709,1,NA,NA,70699
10.1037_a0038711,1,NA,NA,46030
10.1037_a0038712,1,NA,NA,33047
10.1037_a0038713,1,NA,NA,57310
10.1037_a0038713,2,a computed with the current sample was .89. Higher,0.89,57310
10.1037_a0038713,3,a) of the Korean ISCI for college students was .89,0.89,57310
10.1037_a0038713,4,"a) ranged from .75 to .78 (Lee &amp; Son, 2007; Par",NA,57310
10.1037_a0038713,5,"a were .73 (Scenario 1), .86 (Scenario 2), and .89",0.73,57310
10.1037_a0038713,6,"a) were .82 (Scenario 1), .70 (Scenario 2), and .78",0.82,57310
10.1037_a0038714,1,NA,NA,54037
10.1037_a0038715,1,NA,NA,72266
10.1037_a0038718,1,NA,NA,5398
10.1037_a0038719,1,NA,NA,60738
10.1037_a0038721,1,NA,NA,14257
10.1037_a0038722,1,NA,NA,64083
10.1037_a0038723,1,NA,NA,3495
10.1037_a0038724,1,NA,NA,52649
10.1037_a0038725,1,NA,NA,67064
10.1037_a0038725,2,a for the Perceived Masculinity Male Eroticism subs,NA,67064
10.1037_a0038725,3,a for the Internalized Homophobia Scale for the cur,NA,67064
10.1037_a0038727,1,NA,NA,76434
10.1037_a0038730,1,NA,NA,61362
10.1037_a0038731,1,NA,NA,68948
10.1037_a0038732,1,NA,NA,32801
10.1037_a0038733,1,NA,NA,61840
10.1037_a0038734,1,NA,NA,132926
10.1037_a0038736,1,NA,NA,30600
10.1037_a0038740,1,NA,NA,144572
10.1037_a0038744,1,NA,NA,89162
10.1037_a0038746,1,NA,NA,128093
10.1037_a0038747,1,NA,NA,38826
10.1037_a0038753,1,NA,NA,104998
10.1037_a0038754,1,NA,NA,107622
10.1037_a0038755,1,NA,NA,94235
10.1037_a0038756,1,NA,NA,51484
10.1037_a0038760,1,NA,NA,71781
10.1037_a0038761,1,NA,NA,69935
10.1037_a0038762,1,NA,NA,14216
10.1037_a0038763,1,NA,NA,78580
10.1037_a0038765,1,NA,NA,9972
10.1037_a0038766,1,NA,NA,44009
10.1037_a0038767,1,NA,NA,33495
10.1037_a0038768,1,NA,NA,47244
10.1037_a0038769,1,NA,NA,40647
10.1037_a0038770,1,NA,NA,28028
10.1037_a0038771,1,NA,NA,43255
10.1037_a0038772,1,NA,NA,49916
10.1037_a0038772,2,"α for the 17 items in the PTSD inventory was .93.

",0.93,49916
10.1037_a0038777,1,NA,NA,20056
10.1037_a0038778,1,NA,NA,7927
10.1037_a0038779,1,NA,NA,84942
10.1037_a0038780,1,NA,NA,60260
10.1037_a0038780,2,"α = .96).

**Pretraumatic factors**

Five categorie",0.96,60260
10.1037_a0038780,3,"as between 0.83 and 0.87 (Rolland, 1994). Each subs",NA,60260
10.1037_a0038780,4,"α between 0.89 and 0.92).

Self-efficacy was assess",NA,60260
10.1037_a0038780,5,"a of 0.86 for the general subscale, and 0.71 for th",0.86,60260
10.1037_a0038780,6,α = .74) and poor for the social subscale (Cronbach,0.74,60260
10.1037_a0038780,7,"α = .49).

Psychological hardiness was assessed wit",0.49,60260
10.1037_a0038780,8,"a was 0.66 for the overall assessment, whereas the",0.66,60260
10.1037_a0038780,9,α of 0.85 and test–retest reliability of 0.88). The,0.85,60260
10.1037_a0038780,10,"α = .86).

Emotional and physical reactions were as",0.86,60260
10.1037_a0038780,11,"a varied between 0.62 and 0.79 for the ISR-E, and e",NA,60260
10.1037_a0038780,12,"α of 0.83 and 0.71, respectively). In addition, the",0.83,60260
10.1037_a0038780,13,α = .90) and good for the negative scale (Cronbach’,0.9,60260
10.1037_a0038780,14,"α = .85).

The number of symptoms associated with A",0.85,60260
10.1037_a0038780,15,"α = .93).

#### Design and Data Analyses

The analy",0.93,60260
10.1037_a0038780,16,a that could explain their absence of significant a,NA,60260
10.1037_a0038781,1,NA,NA,196167
10.1037_a0038792,1,NA,NA,41110
10.1037_a0038796,1,NA,NA,59184
10.1037_a0038797,1,NA,NA,71815
10.1037_a0038797,2,a of .95 among a Canadian sample. In the present st,0.95,71815
10.1037_a0038797,3,a among heterosexual men. Results indicated a signi,NA,71815
10.1037_a0038798,1,NA,NA,91702
10.1037_a0038799,1,NA,NA,49927
10.1037_a0038800,1,NA,NA,62885
10.1037_a0038801,1,NA,NA,88001
10.1037_a0038802,1,NA,NA,23097
10.1037_a0038804,1,NA,NA,78238
10.1037_a0038805,1,NA,NA,34654
10.1037_a0038806,1,NA,NA,96950
10.1037_a0038808,1,NA,NA,54562
10.1037_a0038809,1,NA,NA,144491
10.1037_a0038810,1,NA,NA,65329
10.1037_a0038811,1,NA,NA,72685
10.1037_a0038812,1,NA,NA,66576
10.1037_a0038813,1,NA,NA,79398
10.1037_a0038814,1,NA,NA,51580
10.1037_a0038815,1,NA,NA,69745
10.1037_a0038816,1,NA,NA,11998
10.1037_a0038818,1,NA,NA,102603
10.1037_a0038818,2,"αs on the Diagonal)

To test our hypotheses, we con",NA,102603
10.1037_a0038818,3,"αs on the Diagonal)  
  
![apl-100-5-1332-fig3a.gif",NA,102603
10.1037_a0038818,4,"α reliability estimates were .93, .72, and .73 for",0.93,102603
10.1037_a0038819,1,NA,NA,61177
10.1037_a0038820,1,NA,NA,55904
10.1037_a0038821,1,NA,NA,66608
10.1037_a0038822,1,NA,NA,163922
10.1037_a0038824,1,NA,NA,59224
10.1037_a0038825,1,NA,NA,49915
10.1037_a0038826,1,NA,NA,40267
10.1037_a0038827,1,NA,NA,37270
10.1037_a0038828,1,NA,NA,83435
10.1037_a0038828,2,"a) for the LSAS-SR Anxiety subscale was 0.87, and 0",0.87,83435
10.1037_a0038828,3,a) of .93. Given that the avoidance and anxiety sub,0.93,83435
10.1037_a0038828,4,"a for the LSAS-SR total was 0.95.

#### Procedure

",0.95,83435
10.1037_a0038828,5,a) of the SAQ total score and five factors were cal,NA,83435
10.1037_a0038828,6,a was .922 and .811 for nonclinical subsamples N1 a,0.922,83435
10.1037_a0038828,7,a) of the LSAS-SR total score and the two subscales,NA,83435
10.1037_a0038828,8,a was .895 and .873 for the Anxiety and Avoidance s,0.895,83435
10.1037_a0038828,9,a of the LSAS-SR for the clinical sample was .821 a,0.821,83435
10.1037_a0038828,10,a) and Guttman reliability coefficients were high f,NA,83435
10.1037_a0038828,11,"a < .7), and (c) additional data on the factor stru",NA,83435
10.1037_a0038833,1,NA,NA,70554
10.1037_a0038834,1,NA,NA,5722
10.1037_a0038835,1,NA,NA,66711
10.1037_a0038841,1,NA,NA,3677
10.1037_a0038842,1,NA,NA,64062
10.1037_a0038843,1,NA,NA,27947
10.1037_a0038844,1,NA,NA,77642
10.1037_a0038845,1,NA,NA,9538
10.1037_a0038848,1,NA,NA,44305
10.1037_a0038849,1,NA,NA,29336
10.1037_a0038850,1,NA,NA,53210
10.1037_a0038851,1,NA,NA,58918
10.1037_a0038851,2,"a coefficient was .81, .80, and .85, respectively),",0.81,58918
10.1037_a0038851,3,a coefficient) of the fluency scores over 10 trials,NA,58918
10.1037_a0038852,1,NA,NA,54806
10.1037_a0038853,1,NA,NA,67950
10.1037_a0038854,1,NA,NA,59737
10.1037_a0038854,2,a was high (.92) for the current sample. Predictive,NA,59737
10.1037_a0038854,3,as for each of the three subscales from the current,NA,59737
10.1037_a0038854,4,a for each subscale was as follows: skill/experienc,NA,59737
10.1037_a0038854,5,a for the total scale in the current sample was .82,0.82,59737
10.1037_a0038855,1,NA,NA,143228
10.1037_a0038857,1,NA,NA,44163
10.1037_a0038858,1,NA,NA,51509
10.1037_a0038861,1,NA,NA,52127
10.1037_a0038862,1,NA,NA,66514
10.1037_a0038863,1,NA,NA,61689
10.1037_a0038864,1,NA,NA,61091
10.1037_a0038864,2,"a ranging from .61 to .80; Abbey &amp; Harnish, 199",NA,61091
10.1037_a0038864,3,"a of .81 (Burt, 1980).

**Personality**

Trait pers",0.81,61091
10.1037_a0038864,4,"a), and raw correlations for our measures of print",NA,61091
