doi,regex_label,exemplar,alpha,pre,post,all,regex_inclusion,regex_exclusion,location_start,location_end,alpha_string,substring_between_cronbach_and_estimate,substring_immediately_before_estimate,substring_immediately_after_estimate,exclude_master,exclude_comparison_present,exclude_comparison_present_immediately_before_estimate,exclude_comparison_present_immediately_after_estimate,exclude_comparison_present_after_estimate,exclude_cutoff_present,exclude_range_present,exclude_p_present,exclude_significance_present,exclude_doi_present,exclude_psychometrika_present,exclude_odd_string_present
10.1037_h0088914,test-retest reliability,4,NA,t al. (2004) reported on one test-retest reliabili,ty study where 42 teachers rated children identifie,t al. (2004) reported on one test-retest reliability study where 42 teachers rated children identifie,test(-| )retest reliabilit,none,14726,14747,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088914,test-retest reliability,5,NA,ed with behavioral problems. test-retest reliabili,ty coefficients for the its domains and total stres,ed with behavioral problems. test-retest reliability coefficients for the its domains and total stres,test(-| )retest reliabilit,none,14826,14847,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088932,test-retest reliability,1,NA,between .52 and .85; 2-month test-retest reliabili,ty is between .49 and .83; and there is evidence of,between .52 and .85; 2-month test-retest reliability is between .49 and .83; and there is evidence of,test(-| )retest reliabilit,none,34020,34041,.49,ty is between ,een ,9 and .,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0088935,test-retest reliability,1,NA,"er individual codes, to have test-retest reliabili",ty over a one-month period ranging from 0.35 to 0.9,"er individual codes, to have test-retest reliability over a one-month period ranging from 0.35 to 0.9",test(-| )retest reliabilit,none,11086,11107,.35,ty over a one-month period ranging from 0,om 0,5 to 0.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0088959,test-retest reliability,1,NA,"tes of internal consistency, test-retest reliabili","ty, and the intercorrelations among subtests are re","tes of internal consistency, test-retest reliability, and the intercorrelations among subtests are re",test(-| )retest reliabilit,none,17029,17050,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088959,test-retest reliability,2,NA, by the average stability or test-retest reliabili,"ty coefficients reported in table 5.5 (wechsler, 19"," by the average stability or test-retest reliability coefficients reported in table 5.5 (wechsler, 19",test(-| )retest reliabilit,none,19529,19550,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088959,test-retest reliability,3,0.85,"chsler, 1991, table 5.1) and test-retest reliabili",ty of .85 (table 5.5). as determined by the followi,"chsler, 1991, table 5.1) and test-retest reliability of .85 (table 5.5). as determined by the followi",test(-| )retest reliabilit,none,19958,19979,.85,ty of , of ,5 (tabl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0088959,test-retest reliability,4,NA,"2 through a-7).

analyses of test-retest reliabili",ty have revealed substantial practice effects for m,"2 through a-7).

analyses of test-retest reliability have revealed substantial practice effects for m",test(-| )retest reliabilit,none,22136,22157,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,1,NA,ndomized. in order to assess test-retest reliabili,"ty, alternate forms of all of the measures were adm","ndomized. in order to assess test-retest reliability, alternate forms of all of the measures were adm",test(-| )retest reliabilit,none,16867,16888,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,2,NA,ses to each of the measures. test-retest reliabili,ty was assessed across a two-week interval. test-re,ses to each of the measures. test-retest reliability was assessed across a two-week interval. test-re,test(-| )retest reliabilit,none,22167,22188,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,3,NA, across a two-week interval. test-retest reliabili,ty was calculated using pearson correlation coeffic, across a two-week interval. test-retest reliability was calculated using pearson correlation coeffic,test(-| )retest reliabilit,none,22232,22253,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,4,NA,)interscorer reliability and test-retest reliabili,ty estimates for the measures of early academic ski,)interscorer reliability and test-retest reliability estimates for the measures of early academic ski,test(-| )retest reliabilit,none,23056,23077,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,5,NA,"ound production measure, the test-retest reliabili",ty estimate was too low to make it acceptable as a ,"ound production measure, the test-retest reliability estimate was too low to make it acceptable as a ",test(-| )retest reliabilit,none,27044,27065,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,6,NA, obtain acceptable levels of test-retest reliabili,ty. individual administration may have increased co, obtain acceptable levels of test-retest reliability. individual administration may have increased co,test(-| )retest reliabilit,none,27267,27288,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,7,NA,btained acceptable levels of test-retest reliabili,ty only with production-type response measures. the,btained acceptable levels of test-retest reliability only with production-type response measures. the,test(-| )retest reliabilit,none,28272,28293,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,8,NA,"neral, it appears that lower test-retest reliabili",ty coefficients were obtained for some measures for,"neral, it appears that lower test-retest reliability coefficients were obtained for some measures for",test(-| )retest reliabilit,none,28639,28660,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088962,test-retest reliability,9,NA, the measures for which poor test-retest reliabili,ty coefficients were obtained were group administer, the measures for which poor test-retest reliability coefficients were obtained were group administer,test(-| )retest reliabilit,none,29016,29037,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088969,test-retest reliability,1,NA,ales the coefficient is .96. test-retest reliabili,"ty for the academic competence scale, over a four-w","ales the coefficient is .96. test-retest reliability for the academic competence scale, over a four-w",test(-| )retest reliabilit,none,17492,17513,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0088977,test-retest reliability,1,NA, ranged from .80 to .95) and test-retest reliabili,ty over one month (range = .92–98) and to accuratel, ranged from .80 to .95) and test-retest reliability over one month (range = .92–98) and to accuratel,test(-| )retest reliabilit,none,16283,16304,.92,ty over one month (range = ,e = ,2–98) a,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089015,test-retest reliability,1,NA, been shown to have adequate test-retest reliabili,ty (r = .81 for a one-week interval; richters &amp;, been shown to have adequate test-retest reliability (r = .81 for a one-week interval; richters &amp;,test(-| )retest reliabilit,none,18688,18709,.81,ty (r = ,r = ,1 for a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089015,test-retest reliability,2,NA,l consistency (rα = .64) and test-retest reliabili,ty (r = .74 for a two-month interval). the moral-re,l consistency (rα = .64) and test-retest reliability (r = .74 for a two-month interval). the moral-re,test(-| )retest reliabilit,none,23127,23148,.74,ty (r = ,r = ,4 for a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089015,test-retest reliability,3,NA,l consistency (rα = .78) and test-retest reliabili,ty (r = .80 for a two-month interval). raw scores o,l consistency (rα = .78) and test-retest reliability (r = .80 for a two-month interval). raw scores o,test(-| )retest reliabilit,none,23333,23354,.80,ty (r = ,r = ,0 for a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089015,test-retest reliability,4,NA,l consistency (rα = .82) and test-retest reliabili,ty (r = .84 for a one-week interval) for the cdi. i,l consistency (rα = .82) and test-retest reliability (r = .84 for a one-week interval) for the cdi. i,test(-| )retest reliabilit,none,24419,24440,.84,ty (r = ,r = ,4 for a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089421,test-retest reliability,1,0.89,41 match triads of children. test-retest reliabili,ty was established at .89 and .93 for internalizing,41 match triads of children. test-retest reliability was established at .89 and .93 for internalizing,test(-| )retest reliabilit,none,17052,17073,.89,ty was established at , at ,9 and .,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089428,test-retest reliability,1,NA,icate higher anxiety levels. test-retest reliabili,"ty data on the stai form x-2 are relatively high, r","icate higher anxiety levels. test-retest reliability data on the stai form x-2 are relatively high, r",test(-| )retest reliabilit,none,16936,16957,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_h0089430,test-retest reliability,1,0.89,"matched triads of children.

test-retest reliabili",ty was established at .89 for internalizing behavio,"matched triads of children.

test-retest reliability was established at .89 for internalizing behavio",test(-| )retest reliabilit,none,20479,20500,.89,ty was established at , at ,9 for i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0089443,test-retest reliability,1,0.89,btained for each other item. test-retest reliabili,ty was established at .89 for internalizing behavio,btained for each other item. test-retest reliability was established at .89 for internalizing behavio,test(-| )retest reliabilit,none,29575,29596,.89,ty was established at , at ,9 for i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0090233,test-retest reliability,1,NA," of appropriate norm groups, test-retest reliabili",ty above .82 and internal consistency of .73 and ev," of appropriate norm groups, test-retest reliability above .82 and internal consistency of .73 and ev",test(-| )retest reliabilit,none,13944,13965,.82,ty above ,ove ,2 and i,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0090276,test-retest reliability,1,NA,mental stress test protocol: test-retest reliabili,ty and comparison with ambulatory blood pressure mo,mental stress test protocol: test-retest reliability and comparison with ambulatory blood pressure mo,test(-| )retest reliabilit,none,21903,21924,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0090340,test-retest reliability,1,NA,ies is questionable as their test-retest reliabili,ties are significantly lower than self-reports of p,ies is questionable as their test-retest reliabilities are significantly lower than self-reports of p,test(-| )retest reliabilit,none,20090,20111,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_h0090504,test-retest reliability,1,NA,ates ranges from .90 to .96. test-retest reliabili,ty with a sample of 124 adolescents using a 6-week ,ates ranges from .90 to .96. test-retest reliability with a sample of 124 adolescents using a 6-week ,test(-| )retest reliabilit,none,19666,19687,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0090504,test-retest reliability,2,NA,"saylor, c. f. (1985, march). test-retest reliabili",ty on the children’s depression inventory with norm,"saylor, c. f. (1985, march). test-retest reliability on the children’s depression inventory with norm",test(-| )retest reliabilit,none,42525,42546,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0090589,test-retest reliability,1,NA,h levels (r = .88 to .91) of test-retest reliabili,ty. moderate inverse relations (r = −.39 to −.48) w,h levels (r = .88 to .91) of test-retest reliability. moderate inverse relations (r = −.39 to −.48) w,test(-| )retest reliabilit,none,5103,5124,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_h0090591,test-retest reliability,1,NA,"ions ranged from .78 to .93, test-retest reliabili","ty correlations ranged from .71 to .77, and correla","ions ranged from .78 to .93, test-retest reliability correlations ranged from .71 to .77, and correla",test(-| )retest reliabilit,none,23616,23637,.71,ty correlations ranged from ,rom ,1 to .7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0090591,test-retest reliability,2,NA,elations (all above .70) and test-retest reliabili,ty correlations (ranging from .81 to .95) have been,elations (all above .70) and test-retest reliability correlations (ranging from .81 to .95) have been,test(-| )retest reliabilit,none,24335,24356,.81,ty correlations (ranging from ,rom ,1 to .9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0090591,test-retest reliability,3,0.95,rument. one-week and 3-month test-retest reliabili,ties for the total behavior problems were .95 and .,rument. one-week and 3-month test-retest reliabilities for the total behavior problems were .95 and .,test(-| )retest reliabilit,none,25208,25229,.95,ties for the total behavior problems were ,ere ,5 and .,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0090614,test-retest reliability,1,NA,ood internal consistency and test-retest reliabili,ties over a 2-month period. lefkowitz and tesiny (1,ood internal consistency and test-retest reliabilities over a 2-month period. lefkowitz and tesiny (1,test(-| )retest reliabilit,none,12358,12379,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0090644,test-retest reliability,1,NA,manual contains some data on test-retest reliabili,"ty and, as expected, the estimates are quite a bit ","manual contains some data on test-retest reliability and, as expected, the estimates are quite a bit ",test(-| )retest reliabilit,none,10758,10779,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0090644,test-retest reliability,2,0.9,hat needs further study. the test-retest reliabili,ty for the composite score is a respectable .90. in,hat needs further study. the test-retest reliability for the composite score is a respectable .90. in,test(-| )retest reliabilit,none,11122,11143,.90,ty for the composite score is a respectable ,ble ,0. in,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0090644,test-retest reliability,3,NA,more appropriate (and lower) test-retest reliabili,ties. we suggest using a high confidence level when,more appropriate (and lower) test-retest reliabilities. we suggest using a high confidence level when,test(-| )retest reliabilit,none,12675,12696,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_h0090661,test-retest reliability,1,NA,inal standardization sample. test-retest reliabili,ty of the psi has been investigated in several rese,inal standardization sample. test-retest reliability of the psi has been investigated in several rese,test(-| )retest reliabilit,none,9319,9340,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0091025,test-retest reliability,1,NA,was used as a measure of the test-retest reliabili,ty of our driving measurement. subjects were told n,was used as a measure of the test-retest reliability of our driving measurement. subjects were told n,test(-| )retest reliabilit,none,23640,23661,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0091148,test-retest reliability,1,0.73, of the scale. a three-month test-retest reliabili,ty coefficient of .73 was reported for the full 40-, of the scale. a three-month test-retest reliability coefficient of .73 was reported for the full 40-,test(-| )retest reliabilit,none,19230,19251,.73,ty coefficient of , of ,3 was r,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0091148,test-retest reliability,2,NA,"from .77 to .88, and 9-month test-retest reliabili",ty ranging from .66 to .87 for the three subscales.,"from .77 to .88, and 9-month test-retest reliability ranging from .66 to .87 for the three subscales.",test(-| )retest reliabilit,none,20024,20045,.66,ty ranging from ,rom ,6 to .8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0091698,test-retest reliability,1,0.88,was estimated to be .88. the test-retest reliabili,"ty was found to be .88.

although the m-c-sds corre","was estimated to be .88. the test-retest reliability was found to be .88.

although the m-c-sds corre",test(-| )retest reliabilit,none,9797,9818,.88,ty was found to be , be ,"8.

alt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0091764,test-retest reliability,1,0.84," (johnson et al., 1983). the test-retest reliabili","ty (2-month interval) is .84 (hogan, 1969). with re"," (johnson et al., 1983). the test-retest reliability (2-month interval) is .84 (hogan, 1969). with re",test(-| )retest reliabilit,none,12893,12914,.84,ty (2-month interval) is , is ,4 (hoga,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0092776,test-retest reliability,1,NA,"ablish internal consistency, test-retest reliabili","ty, factor structure, and so on. these methods of e","ablish internal consistency, test-retest reliability, factor structure, and so on. these methods of e",test(-| )retest reliabilit,none,10282,10303,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0092837,test-retest reliability,1,NA,ribed in a recent article on test-retest reliabili,ty. the present study investigates aspects of valid,ribed in a recent article on test-retest reliability. the present study investigates aspects of valid,test(-| )retest reliabilit,none,1885,1906,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094061,test-retest reliability,1,NA, two sought to determine the test retest reliabili,"ty of the tensiometer.

study one  


#### method

"," two sought to determine the test retest reliability of the tensiometer.

study one  


#### method

",test(-| )retest reliabilit,none,8979,9000,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094061,test-retest reliability,2,NA,conducted to investigate the test retest reliabili,ty of the tensiometer. subjects were 13 music educa,conducted to investigate the test retest reliability of the tensiometer. subjects were 13 music educa,test(-| )retest reliabilit,none,17080,17101,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094061,test-retest reliability,3,NA,"ity and maturity. therefore, test retest reliabili",ty was further investigated with expert musicians i,"ity and maturity. therefore, test retest reliability was further investigated with expert musicians i",test(-| )retest reliabilit,none,25350,25371,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094065,test-retest reliability,1,NA,or the second. the estimated test-retest reliabili,ty amounted to r=.90 (p<.05). this shows that (a) t,or the second. the estimated test-retest reliability amounted to r=.90 (p<.05). this shows that (a) t,test(-| )retest reliabilit,none,24983,25004,.90,ty amounted to r=,o r=,0 (p<.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094067,test-retest reliability,1,0.9,ly advanced by meyer (1956). test-retest reliabili,"ty, which was .90, also indicated that most people ","ly advanced by meyer (1956). test-retest reliability, which was .90, also indicated that most people ",test(-| )retest reliabilit,none,5080,5101,.90,"ty, which was ",was ,"0, also",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094071,test-retest reliability,1,NA,hree weeks for the children. test-retest reliabili,"ty for this small sample was 100%.

second, it is p","hree weeks for the children. test-retest reliability for this small sample was 100%.

second, it is p",test(-| )retest reliabilit,none,30970,30991,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094083,test-retest reliability,1,NA,"ch
  2. input stability
  3. test-retest reliabili","ty
  4. inter-observer reliability
  5. instrumenta","ch
  2. input stability
  3. test-retest reliability
  4. inter-observer reliability
  5. instrumenta",test(-| )retest reliabilit,none,1523,1544,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094083,test-retest reliability,2,NA,the crdi. one study measured test-retest reliabili,"ty of total samples per zone data (capperella, 1989","the crdi. one study measured test-retest reliability of total samples per zone data (capperella, 1989",test(-| )retest reliabilit,none,5672,5693,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094083,test-retest reliability,3,NA," across the locations.

#### test-retest reliabili","ty

the most frequently reported reliability method"," across the locations.

#### test-retest reliability

the most frequently reported reliability method",test(-| )retest reliabilit,none,8575,8596,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094083,test-retest reliability,4,NA,pmu/pmu-14-1-2-197-tbl1a.gif)test-retest reliabili,"ty

experimental studies examining the effects of r","pmu/pmu-14-1-2-197-tbl1a.gif)test-retest reliability

experimental studies examining the effects of r",test(-| )retest reliabilit,none,9297,9318,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094083,test-retest reliability,5,NA,nsidering the relatively low test-retest reliabili,ty of preference responses of sixth-grade students ,nsidering the relatively low test-retest reliability of preference responses of sixth-grade students ,test(-| )retest reliabilit,none,9683,9704,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094083,test-retest reliability,6,NA,"ures,

one of the definitive test-retest reliabili",ty studies compared two types of crdi responses—con,"ures,

one of the definitive test-retest reliability studies compared two types of crdi responses—con",test(-| )retest reliabilit,none,16594,16615,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094108,test-retest reliability,1,NA,wice on three scales and the test-retest reliabili,"ties are shown in table 1, along with the correlati","wice on three scales and the test-retest reliabilities are shown in table 1, along with the correlati",test(-| )retest reliabilit,none,23369,23390,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094169,test-retest reliability,1,0.76,or the most recent version). test-retest reliabili,ty has been established in a first study at 0.76 wi,or the most recent version). test-retest reliability has been established in a first study at 0.76 wi,test(-| )retest reliabilit,none,40866,40887,.76,ty has been established in a first study at 0,at 0,6 wi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094169,test-retest reliability,2,NA,"

webster, p. (1988, april). test-retest reliabili",ty of measures of creative thinking in music for ch,"

webster, p. (1988, april). test-retest reliability of measures of creative thinking in music for ch",test(-| )retest reliabilit,none,50122,50143,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094244,test-retest reliability,1,NA,erella measured the device’s test-retest reliabili,ty with musicians and nonmusicians and found a high,erella measured the device’s test-retest reliability with musicians and nonmusicians and found a high,test(-| )retest reliabilit,none,7873,7894,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094364,test-retest reliability,1,NA,of psychological-mindedness. test-retest reliabili,ty of .79 was reported. the psc was significantly r,of psychological-mindedness. test-retest reliability of .79 was reported. the psc was significantly r,test(-| )retest reliabilit,none,9321,9342,.79,ty of , of ,9 was r,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10.1037_h0094364,test-retest reliability,2,NA,dividuals’ cognitive styles. test-retest reliabili,ties over one week were .91. verbalizers had a bett,dividuals’ cognitive styles. test-retest reliabilities over one week were .91. verbalizers had a bett,test(-| )retest reliabilit,none,9929,9950,.91,ties over one week were ,ere ,1. verb,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094367,test-retest reliability,1,0.79,nal consistency and two-week test-retest reliabili,ty of .79. an individual scoring high on the scale ,nal consistency and two-week test-retest reliability of .79. an individual scoring high on the scale ,test(-| )retest reliabilit,none,11747,11768,.79,ty of , of ,9. an i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094385,test-retest reliability,1,NA,uragement) of .86 to .87 and test-retest reliabili,ty between sessions 1 and 3 of .65. we found an int,uragement) of .86 to .87 and test-retest reliability between sessions 1 and 3 of .65. we found an int,test(-| )retest reliabilit,none,12700,12721,.65,ty between sessions 1 and 3 of , of ,5. we f,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094419,test-retest reliability,1,NA,ming process. information on test-retest reliabili,"ty, construct validity, and factor structure are pr","ming process. information on test-retest reliability, construct validity, and factor structure are pr",test(-| )retest reliabilit,none,13307,13328,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_h0094421,test-retest reliability,1,NA," consistency (.92), moderate test-retest reliabili","ty over one week (.75), good discrimination between"," consistency (.92), moderate test-retest reliability over one week (.75), good discrimination between",test(-| )retest reliabilit,none,11395,11416,.75,ty over one week (,ek (,"5), goo",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094421,test-retest reliability,2,0.89,o subscales correlating .42. test-retest reliabili,"ty was .89 for intrusive experience, .79 for avoida","o subscales correlating .42. test-retest reliability was .89 for intrusive experience, .79 for avoida",test(-| )retest reliabilit,none,12864,12885,.89,ty was ,was ,9 for i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094461,test-retest reliability,1,NA," ranges from .67 to .85, and test-retest reliabili",ty varies from .67 to .77 (for a one month interval," ranges from .67 to .85, and test-retest reliability varies from .67 to .77 (for a one month interval",test(-| )retest reliabilit,none,7212,7233,.67,ty varies from ,rom ,7 to .7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_h0094482,test-retest reliability,1,NA,"he first and third sessions, test-retest reliabili","ty was satisfactory, r = .77 (p < .01).

#### scori","he first and third sessions, test-retest reliability was satisfactory, r = .77 (p < .01).

#### scori",test(-| )retest reliabilit,none,7949,7970,.77,"ty was satisfactory, r = ",r = ,7 (p < ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10.1037_h0095051,test-retest reliability,1,0.85, subscales are reported. the test-retest reliabili,ty correlations (n = 12) were: .85 for quality of l, subscales are reported. the test-retest reliability correlations (n = 12) were: .85 for quality of l,test(-| )retest reliabilit,none,28242,28263,.85,ty correlations (n = 12) were: ,re: ,5 for q,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
